Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.25566401310495,75.25566401310495,-75.36943851607184,75.36943851607184,3,1,1,1,2
best,-75.28846021525032,75.28846021525032,-75.31105602819991,75.31105602819991,3,0,2,0,2
