Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.95227817157826,74.95227817157826,-74.95922782293054,74.95922782293054,5,1,1,2,2
best,-75.10030876358256,75.10030876358256,-75.12920873729489,75.12920873729489,4,0,2,1,1
