Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-5.9599069955097805,5.9599069955097805,-7.619519195537295,7.619519195537295,0,2,6,5,19
best,-7.743914821415494,7.743914821415494,-7.952649963210391,7.952649963210391,0,3,4,5,17
