Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-5.414767259606251,5.414767259606251,-7.46995389444709,7.46995389444709,0,2,7,9,20
best,-7.531893809873348,7.531893809873348,-7.789984115516446,7.789984115516446,0,4,1,1,15
