Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9766370041574123,-0.9766370041574123,0.9766370041574123,-0.9766370041574123,4,1,1,1,0
best,0.9999314666378093,-0.9999314666378093,0.9999314666378093,-0.9999314666378093,4,0,1,0,1
