Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.8395304559309,74.8395304559309,-75.30935030885483,75.30935030885483,0,5,3,7,13
best,-75.27235860185436,75.27235860185436,-75.34580081395426,75.34580081395426,0,3,3,1,14
