Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.9250738251027784,0.9250738251027784,-1.1173490161003832,1.1173490161003832,0,1,1,1,1
best,-1.1066331309406408,1.1066331309406408,-1.1173479671567594,1.1173479671567594,1,1,4,0,0
