Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1107916173976928,1.1107916173976928,-1.1173478519471596,1.1173478519471596,0,0,2,2,1
best,-1.1172242594527,1.1172242594527,-1.1173490301691094,1.1173490301691094,0,0,1,1,1
