Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.6723612912083051,0.6723612912083051,-1.1173490007231766,1.1173490007231766,2,1,2,0,1
best,-1.0984026833225344,1.0984026833225344,-1.1173490282639347,1.1173490282639347,0,1,1,0,2
