Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.2814399038696391,0.2814399038696391,-0.28481372228317203,0.28481372228317203,3,3,1,1,6
best,-0.9980855290120892,0.9980855290120892,-1.117348370875157,1.117348370875157,0,2,5,4,8
