Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.864512235819971,7.864512235819971,-7.913237255974982,7.913237255974982,2,1,1,1,0
best,-7.952650045445748,7.952650045445748,-7.952650045445747,7.952650045445747,0,0,0,1,0
