Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.9524077439280525,7.9524077439280525,-7.952650009825215,7.952650009825215,0,1,0,1,0
best,-7.952650045445747,7.952650045445747,-7.952650045445749,7.952650045445749,0,0,0,1,0
