Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.865694341206879,7.865694341206879,-7.913237316900767,7.913237316900767,2,2,1,2,0
best,-7.950456198633381,7.950456198633381,-7.952650035311494,7.952650035311494,0,1,0,2,2
