Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.09814328761114091,0.09814328761114091,-0.585467652122836,0.585467652122836,4,0,2,6,8
best,-0.9596909091103906,0.9596909091103906,-1.1173467524949694,1.1173467524949694,0,8,5,5,7
