Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-73.8234467691404,73.8234467691404,-75.30498718111934,75.30498718111934,0,4,2,2,15
best,-75.0987682599617,75.0987682599617,-75.31712463756078,75.31712463756078,2,4,3,3,13
