Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.935660705848589,7.935660705848589,-7.952650043947935,7.952650043947935,0,0,1,3,1
best,-7.952650045445752,7.952650045445752,-7.952650045445746,7.952650045445746,0,0,0,5,0
