Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.952650045445748,7.952650045445748,-7.952650045445748,7.952650045445748,0,0,0,1,0
best,-7.95265004544575,7.95265004544575,-7.952650045445748,7.952650045445748,0,0,0,1,0
