Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.9418921527326365,7.9418921527326365,-7.952648662251232,7.952648662251232,1,0,1,1,1
best,-7.95265004544575,7.95265004544575,-7.952650045445749,7.952650045445749,0,0,0,2,1
