Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-3.451801889281373,3.451801889281373,-6.561923107722074,6.561923107722074,0,2,2,1,14
best,-7.571484240211474,7.571484240211474,-7.952649960223182,7.952649960223182,0,2,4,0,15
