Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.825014289378206,6.825014289378206,-7.788143709595443,7.788143709595443,0,3,3,1,12
best,-7.678255655168703,7.678255655168703,-7.789984168448525,7.789984168448525,0,2,0,2,16
