Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.43614991298490763,-0.43614991298490763,0.04437330410223017,-0.04437330410223017,4,1,0,2,2
best,5.22329683599887e-06,-5.22329683599887e-06,9.534384004528107e-09,-9.534384004528107e-09,4,1,1,0,2
