Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.013513513513514097,-0.013513513513514097,0.013513513513514097,-0.013513513513514097,4,2,0,0,2
best,0.0015094062359423122,-0.0015094062359423122,1.4432592343460726e-09,-1.4432592343460726e-09,4,0,1,0,3
