Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.38184877685806,75.38184877685806,-75.42175043958123,75.42175043958123,3,0,3,1,4
best,-75.42106832421476,75.42106832421476,-75.42174860979289,75.42174860979289,3,0,4,0,4
