Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.21938543965811,75.21938543965811,-75.31712456210288,75.31712456210288,1,1,3,2,3
best,-75.3387669616523,75.3387669616523,-75.34389773967521,75.34389773967521,3,0,2,0,3
