Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.15029372277046,75.15029372277046,-75.24081820455679,75.24081820455679,4,1,3,1,3
best,-75.34060137809098,75.34060137809098,-75.42175234926475,75.42175234926475,3,1,3,0,1
