Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9318978893120242,-0.9318978893120242,0.9318978893120242,-0.9318978893120242,4,2,0,1,0
best,0.9999749414273894,-0.9999749414273894,0.9999749414273894,-0.9999749414273894,4,0,1,0,2
