Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.28002680497272,75.28002680497272,-75.37389826855872,75.37389826855872,2,1,4,2,4
best,-75.36236749146859,75.36236749146859,-75.37389799924021,75.37389799924021,3,1,4,1,3
