Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.37843185442225,75.37843185442225,-75.42175166994383,75.42175166994383,3,0,3,1,7
best,-75.41137284402222,75.41137284402222,-75.42175232533152,75.42175232533152,3,1,4,1,5
