Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.380851202968492,6.380851202968492,-7.789984101821661,7.789984101821661,0,8,7,3,15
best,-7.416862231832328,7.416862231832328,-7.873824598402893,7.873824598402893,0,5,7,3,15
