Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.356304618759985,7.356304618759985,-7.7731951297484905,7.7731951297484905,0,5,2,5,15
best,-7.62404407514834,7.62404407514834,-7.789984160214112,7.789984160214112,0,2,1,5,16
