Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0661878518766985,1.0661878518766985,-1.1173467372235608,1.1173467372235608,1,2,2,0,0
best,-1.117189477079218,1.117189477079218,-1.1173489481751058,1.1173489481751058,1,2,2,1,0
