Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0819673254140336,1.0819673254140336,-1.1173480901591846,1.1173480901591846,1,2,2,4,0
best,-1.1173173191863708,1.1173173191863708,-1.1173490175981593,1.1173490175981593,1,1,1,0,1
