Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.23064682500447864,-0.23064682500447864,0.031117335620357067,-0.031117335620357067,4,3,0,1,1
best,0.0064817717077809145,-0.0064817717077809145,2.9715671034935554e-07,-2.9715671034935554e-07,3,0,1,1,1
