Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.04207897977473338,0.04207897977473338,-0.04207897977473338,0.04207897977473338,4,0,0,0,0
best,-0.8803289477544746,0.8803289477544746,-1.1173490266314055,1.1173490266314055,0,5,4,4,8
