Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0987877525345242,1.0987877525345242,-1.1173475129301693,1.1173475129301693,0,3,0,0,1
best,-1.1169930954555436,1.1169930954555436,-1.1173489555960916,1.1173489555960916,0,3,0,0,1
