Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.929224287948642,-0.929224287948642,0.929224287948642,-0.929224287948642,4,2,0,1,2
best,0.9996173100280002,-0.9996173100280002,0.9996173100280002,-0.9996173100280002,4,1,1,0,1
