Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9346645654712509,-0.9346645654712509,0.9346645654712509,-0.9346645654712509,4,2,0,0,2
best,0.9999784900572436,-0.9999784900572436,0.9999784900572436,-0.9999784900572436,3,0,1,0,0
