Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.013513513513514097,-0.013513513513514097,0.013513513513514097,-0.013513513513514097,4,1,0,0,0
best,0.006594420180229321,-0.006594420180229321,8.247011240580804e-09,-8.247011240580804e-09,4,0,1,0,2
