Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.09199148542158,6.09199148542158,-7.4699539066601615,7.4699539066601615,0,1,4,3,21
best,-7.517193414959791,7.517193414959791,-7.871316964541495,7.871316964541495,1,4,1,6,13
