Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-5.607986932561642,5.607986932561642,-6.962795824457798,6.962795824457798,0,4,2,9,23
best,-7.952650045445748,7.952650045445748,-7.952650045445748,7.952650045445748,0,0,0,0,12
