Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1153451116256667,1.1153451116256667,-1.117348398479303,1.117348398479303,1,0,3,1,0
best,-1.1173331410106635,1.1173331410106635,-1.1173488968918934,1.1173488968918934,1,0,3,0,0
