Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0258556401434813,1.0258556401434813,-1.1173490226724272,1.1173490226724272,1,2,1,1,1
best,-1.1108047719731589,1.1108047719731589,-1.117349026070824,1.117349026070824,1,0,1,0,2
