Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.0792218229889,75.0792218229889,-75.08852929560753,75.08852929560753,5,0,2,1,1
best,-75.111500413875,75.111500413875,-75.18903748785385,75.18903748785385,5,0,3,1,1
