Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.09799348104570565,-0.09799348104570565,0.013561406565596068,-0.013561406565596068,4,1,1,1,1
best,0.03701071195075867,-0.03701071195075867,2.2505786012594342e-08,-2.2505786012594342e-08,3,1,1,1,1
