Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.009588194809681013,-0.009588194809681013,0.009588194809681013,-0.009588194809681013,0,5,5,4,3
best,0.9398737775286841,-0.9398737775286841,0.9398737775286841,-0.9398737775286841,4,1,0,2,1
