Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.10678137904755,75.10678137904755,-75.26596265482237,75.26596265482237,0,4,1,3,13
best,-75.30901278806847,75.30901278806847,-75.30935026309525,75.30935026309525,0,1,2,4,14
