Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.40129314683982,74.40129314683982,-74.78274737703997,74.78274737703997,0,3,4,9,14
best,-75.22195084620901,75.22195084620901,-75.34580259358755,75.34580259358755,0,3,1,3,14
