Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.4418246836135349,-0.4418246836135349,0.3160377494810891,-0.3160377494810891,0,2,3,3,7
best,0.2558941853389386,-0.2558941853389386,0.007139520230934948,-0.007139520230934948,2,4,3,4,4
