Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.3891611446341947,-0.3891611446341947,1.9767765424560935e-08,-1.9767765424560935e-08,0,4,7,1,7
best,0.013513513513514097,-0.013513513513514097,0.013513513513514097,-0.013513513513514097,4,1,0,0,0
