Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.14051006136509,75.14051006136509,-75.14893514621912,75.14893514621912,2,0,1,0,3
best,-75.33026822263741,75.33026822263741,-75.3438568992937,75.3438568992937,2,0,2,2,2
