Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.91808202482586,74.91808202482586,-74.918523000088,74.918523000088,6,0,1,0,1
best,-75.03995304125137,75.03995304125137,-75.04114211129294,75.04114211129294,4,1,1,0,1
