Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.871317116233396,7.871317116233396,-7.871317116233396,7.871317116233396,1,0,0,1,2
best,-7.952650045445749,7.952650045445749,-7.952650045445748,7.952650045445748,0,0,0,1,3
