Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.952644575780309,7.952644575780309,-7.952649985972473,7.952649985972473,1,0,1,0,1
best,-7.952650045445748,7.952650045445748,-7.952650045445748,7.952650045445748,0,0,0,0,3
