Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0939342004753427,1.0939342004753427,-1.1173490223517966,1.1173490223517966,1,0,2,2,0
best,-1.1171058723518608,1.1171058723518608,-1.117349017805729,1.117349017805729,1,0,2,1,1
