Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.02043804430692628,-0.02043804430692628,0.02043804430692628,-0.02043804430692628,0,4,5,2,8
best,0.6364917317778432,-0.6364917317778432,0.6364917317778432,-0.6364917317778432,3,2,1,1,4
