Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.93436667326868,74.93436667326868,-75.0713378062634,75.0713378062634,0,1,4,5,15
best,-75.25826697815184,75.25826697815184,-75.34580254621352,75.34580254621352,0,1,4,6,12
