Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.63293842402648,74.63293842402648,-75.08242629460564,75.08242629460564,0,1,8,4,14
best,-75.17475757050579,75.17475757050579,-75.42175236036942,75.42175236036942,0,2,2,5,20
