Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.14376521190044,74.14376521190044,-75.34580257145508,75.34580257145508,0,5,4,3,18
best,-75.06892848717881,75.06892848717881,-75.304987378299,75.304987378299,0,2,4,5,18
