Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.007406042091472741,-0.007406042091472741,0.007406042091472741,-0.007406042091472741,0,4,4,5,7
best,0.934664565471252,-0.934664565471252,0.934664565471252,-0.934664565471252,4,1,0,0,0
