Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.06613570800094626,-0.06613570800094626,0.013513528726666613,-0.013513528726666613,4,2,0,2,0
best,0.28818616522858603,-0.28818616522858603,0.030374832024661347,-0.030374832024661347,3,0,1,2,1
