Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.2572662731604325,-0.2572662731604325,0.03974900193576869,-0.03974900193576869,4,1,0,1,1
best,1.617654103364119e-05,-1.617654103364119e-05,1.2354523137858564e-07,-1.2354523137858564e-07,3,0,1,0,1
