Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-73.7287241037273,73.7287241037273,-75.3457975619225,75.3457975619225,0,5,4,5,10
best,-75.30565729288551,75.30565729288551,-75.39349463034874,75.39349463034874,0,4,2,6,11
