Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.03170456565066,74.03170456565066,-75.15340732344723,75.15340732344723,0,1,7,1,17
best,-75.20943028863574,75.20943028863574,-75.34580235543767,75.34580235543767,0,4,0,3,14
