Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-73.41931526294059,73.41931526294059,-75.08002691070736,75.08002691070736,0,5,3,3,12
best,-75.23426708435439,75.23426708435439,-75.34580258960176,75.34580258960176,0,2,1,1,18
